# total density of states output by FHI-aims 
# The energy reference for this output is the vacuum level
#    Energy (eV)      DOS 
        -10.32816408          2.73626390
        -10.31915958          2.67344722
        -10.31015508          2.63905504
        -10.30115058          2.60817756
        -10.29214607          2.52492990
        -10.28314157          2.46763292
        -10.27413707          2.42694925
        -10.26513257          2.38649663
        -10.25612806          2.34247290
        -10.24712356          2.29016633
        -10.23811906          2.24821186
        -10.22911456          2.20533120
        -10.22011006          2.16482962
        -10.21110555          2.13052495
        -10.20210105          2.09075842
        -10.19309655          2.04233516
        -10.18409205          1.97835266
        -10.17508754          1.90640897
        -10.16608304          1.83579539
        -10.15707854          1.76455216
        -10.14807404          1.69459977
        -10.13906953          1.63064237
        -10.13006503          1.58071169
        -10.12106053          1.53671707
        -10.11205603          1.49964512
        -10.10305153          1.46546930
        -10.09404702          1.43423060
        -10.08504252          1.40659957
        -10.07603802          1.37819943
        -10.06703352          1.34718328
        -10.05802901          1.28687090
        -10.04902451          1.21611590
        -10.04002001          1.14673972
        -10.03101551          1.09098333
        -10.02201101          1.05535227
        -10.01300650          1.02779789
        -10.00400200          1.00114597
         -9.99499750          0.99206679
         -9.98599300          0.98680061
         -9.97698849          0.95034923
         -9.96798399          0.90647038
         -9.95897949          0.86941509
         -9.94997499          0.83951724
         -9.94097049          0.81732664
         -9.93196598          0.79715273
         -9.92296148          0.77796535
         -9.91395698          0.76040793
         -9.90495248          0.74424198
         -9.89594797          0.72952396
         -9.88694347          0.71651583
         -9.87793897          0.70521847
         -9.86893447          0.69455339
         -9.85992996          0.68182774
         -9.85092546          0.66796527
         -9.84192096          0.65212481
         -9.83291646          0.63423755
         -9.82391196          0.61442305
         -9.81490745          0.59271591
         -9.80590295          0.57075995
         -9.79689845          0.55148001
         -9.78789395          0.53265987
         -9.77888944          0.51434206
         -9.76988494          0.49652657
         -9.76088044          0.47958623
         -9.75187594          0.46416533
         -9.74287144          0.45031912
         -9.73386693          0.43797141
         -9.72486243          0.42647699
         -9.71585793          0.41569827
         -9.70685343          0.40800961
         -9.69784892          0.40434267
         -9.68884442          0.39910533
